agent_id,initial_belief,theoretical_growth_rate,actual_growth_rate,final_resources
0,0.5312362035654209,0.03968960702046314,0.022619074828461455,64124.9054189195
1,0.5485214291922975,0.04913992489879749,0.011432433023437622,56700.315136768535
2,0.5419598182543421,0.045687935854865795,0.06810306885036425,105758.34874803822
3,0.5379597545259112,0.04350232667424248,0.07751754307834278,117297.79755253316
4,0.5246805592132732,0.035803638536939617,0.10330198841240787,155764.4418557849
5,0.5246798356100861,0.03580320039807433,0.02975745304671805,69363.09744190233
6,0.521742508365046,0.03400786101333876,0.12668619503501374,201456.03133727954
7,0.5459852843732481,0.04782529342623141,0.027862589377906814,67932.29100382545
8,0.5380334503522963,0.043543150788947126,0.05989051275755264,96623.17755891959
9,0.5412421773338814,0.045300354976706377,0.028734002242100407,68586.58969258697
10,0.5206175348288741,0.033311353187917676,-0.07124384320071607,22836.05691008342
11,0.5490972955648599,0.04943499127517719,0.11616661164306731,179442.6634997132
12,0.5449732792240127,0.04729381921568752,0.09827675224971116,147387.81058590524
13,0.5263701733203483,0.03682114097420995,0.0506628683850701,87296.865533915
14,0.525454749016213,0.036271240811102994,0.07022146280779896,108251.70272433347
15,0.5255021352956031,0.03629978592558823,0.09068383776135952,135577.74244913764
16,0.5291272672887861,0.0384576853468358,0.011041349837831352,56456.91910809942
17,0.5357426929489671,0.04226438551231524,0.05500796238034438,91570.63041512936
18,0.5329583505592635,0.040682819918365476,0.09998036185285991,150175.8567618388
19,0.5287368742059413,0.0382277495277633,0.019226715358045852,61776.119527086135
20,0.5383555868416714,0.04372135396826803,0.06041650611767038,97183.85265548243
21,0.5241848158195612,0.03550299050756411,-0.00038093492984103206,49790.92413815178
22,0.5287643394560566,0.03824394548047988,0.06606418133115241,103412.8263242968
23,0.5309908552988107,0.03954717366309491,0.04378824929814476,80938.83514094813
24,0.5336820995265111,0.04109680501748985,-0.015106971098196607,42344.82947594521
25,0.5435552788417904,0.046542510037813185,0.14869723304308693,256644.68224034706
26,0.5259902134647508,0.036593292399156915,0.029684216276131877,69307.24072233541
27,0.5354270331524084,0.04208658852562957,0.035415430205503994,73817.27166963008
28,0.5377724370658613,0.04339846715884064,0.049184935010438975,85889.131035068
29,0.5213935123815999,0.03379231454642067,0.09512781205912418,142369.9480994328
30,0.5382263455570432,0.043649906816614494,-0.006091951269264609,46759.2240178031
31,0.5251157237106188,0.03606676003633302,0.055870818625053206,92443.90335193838
32,0.5219515477895584,0.034136740199929294,0.0705510348621443,108644.85904367018
33,0.5484665661176,0.04911174739826358,0.09819302587089997,147252.13035130283
34,0.5489689609922368,0.049369344493659935,0.08391041500116102,125843.31110674243
35,0.5442519204434939,0.046912582071340574,0.04770168932026531,84499.15953236044
36,0.5291384130752012,0.03846424137763455,0.01794590621544459,60911.86441965659
37,0.5229301634201915,0.034737821132840255,0.05560014277304312,92169.06705316549
38,0.5405269907953647,0.04491212829381464,0.03571292142997811,74059.22723773244
39,0.5332045748121881,0.04082388763306426,-0.08685741917666241,19232.30456290337
40,0.5236611470453434,0.035184368141861454,0.0504664452024969,87108.45074716622
41,0.5348553073033382,0.04176358192169361,0.10643937585547744,161233.9054994621
42,0.5210316556334565,0.033568323265490696,-0.06076386381351095,25626.334226520565
43,0.5472796120623635,0.04849930351124821,0.002905439592872922,51623.80178054455
44,0.5277633994480005,0.03765181286126087,0.08791383859287726,131508.99205808237
45,0.5398756685306195,0.04455685643878975,0.16270899958742177,299412.4340121184
46,0.5293513322826824,0.03858938951478579,0.06198194983148175,98871.83876827681
47,0.5356020406353343,0.042185209878284106,0.03283687041045297,71752.92210002012
48,0.5364013083802984,0.04263411603458623,0.05159898262363973,88200.42788353148
49,0.5255456336657658,0.03632598131097718,0.11118265802151633,169869.79701117994
50,0.5490875388329368,0.04943000264860793,0.03765985219392858,75662.40302673136
51,0.5432539847008335,0.046381877863316025,0.011734355082346304,56888.93801989916
52,0.5481849682469258,0.048966937858625596,0.044593555568679555,81659.00626853683
53,0.5468448205128295,0.048273606887449305,-0.0031500602798540294,48297.1398403739
54,0.5379369993643326,0.043489717127048244,0.09402553704100591,140654.13206842705
55,0.5476562270506935,0.04869421470088415,0.16617310203549568,311041.7438651194
56,0.5226547750615576,0.034569050702094366,0.0785600098284314,118650.60875426611
57,0.5258794858725744,0.03652678740130534,0.03265624812457452,71610.50168563575
58,0.5213568186673162,0.03376962421621742,0.041298916391035674,78752.58367425633
59,0.529759909922898,0.03882904835327479,-0.03136226572806123,35411.55156902108
60,0.5316603186906845,0.039935271467403145,0.08570985483157532,128359.04915549072
61,0.5281404709532169,0.037875335740081895,0.056533983953703126,93120.73052328275
62,0.5448621252745579,0.04723520479272505,0.04834010719014938,85094.65154291307
63,0.5307025998008077,0.03937953344157963,0.18489072896130068,382152.9893088187
64,0.5284280352906214,0.03804542928589192,0.07388133876771671,112698.68263793609
65,0.5362808824947475,0.0425666369208439,0.03227782593488095,71313.03221355895
66,0.5242277267492429,0.03552905202961976,0.04194474091691633,79314.03947370788
67,0.5440659094226212,0.04681395124901317,0.09238514779826353,138138.89040156725
68,0.5222365193103932,0.034312159377136484,0.028070749160431337,68088.0177041236
69,0.5496066080980155,0.049694896213889166,0.010972493471027312,56414.17369662042
70,0.5431673430788998,0.04633562108628602,0.09769593863922753,146449.15896729092
71,0.5259614704460251,0.03657603339981474,0.023227078162381586,64555.21248879121
72,0.5201656635137081,0.033030194287736014,0.1387273152641533,229987.15817296534
73,0.544463842853645,0.047024790175017976,0.11359531485749193,174438.36478721673
74,0.5412057203154286,0.04528061252091203,0.057362672104321555,93973.45968018699
75,0.5418702150412297,0.04563965151577704,0.1289116324721922,206448.4950448891
76,0.5431381104005784,0.0463200076483704,0.05898616562539891,95666.7527873716
77,0.5222213395520228,0.03430282319602785,0.09403743651689073,140672.5440883935
78,0.5307539718563282,0.03940943334904228,0.1009767146670668,151830.81880193087
79,0.523476071785754,0.035071505156066836,0.02210389415922395,63762.538125559026
80,0.5458931027762678,0.047777045285474724,0.03603756100083658,74324.16812604599
81,0.5386989438048267,0.04391085591312405,0.1151125535717945,177374.10589703673
82,0.5299269407455796,0.038926837143563105,0.024485268832821507,65454.874258259086
83,0.5219067505085807,0.034109135654595106,0.028697415608810485,68558.99236980909
84,0.5293294696514699,0.038576547347254374,0.038959788718439164,76752.0949093767
85,0.5297554996608025,0.03882646488500956,0.06977906937229555,107726.19414055912
86,0.5418881853501419,0.045649337622826566,0.14154638887690602,237230.74689606958
87,0.5391267241406564,0.04414631651007527,0.020096200097188027,62369.80141169041
88,0.5466163822772898,0.048154735727635185,0.05828590430432161,94932.67467922525
89,0.5341664477548586,0.04137272218078498,0.11656603115134292,180232.79991069547
90,0.523587827378149,0.035139672139566154,0.06135811284115897,98195.68237059152
91,0.5413973436166899,0.04538432449198676,0.10598050429554308,160422.1138266122
92,0.5428235514585069,0.046151790998598834,0.03871372751369198,76544.63295954584
93,0.536838315927085,0.04287851785695961,0.06621607260046791,103585.7533076058
94,0.5431290153986369,0.04631514925552858,0.07097537425547663,109153.16967933423
95,0.5348138678909318,0.04174012094854474,0.08476507170199898,127031.97090031799
96,0.5356819848814599,0.04223022124942443,0.11346291768013785,174184.503071926
97,0.5328262305507565,0.04060702861933951,0.16952768167684595,322733.6931928084
98,0.5207625738023228,0.033401428885317476,0.07664180662768953,116173.28101326185
99,0.5232367428097991,0.03492535929071159,0.05400478655162521,90565.70935777234
100,0.520942875570602,0.033513289866359326,0.040196662355903766,77803.49019863494
